,problem_index,flip_problem,flip_shots,num1,num2,problem_msg,problem_tokens,response_repeat,response,logprobs_json,prompt_tokens,completion_tokens,shots,model,system_prompt,problem_number_format,answer_number_format,repeat_style,num_spaces,num_trailing_spaces,num_shots,problem_rng_key,shots_rng_key
689,689,True,True,2171528,4462248,2171528+4462248=,8,0,6633776,"[{""token"": ""663"", ""logprob"": -1.1756368e-05, ""top_5_logprobs"": [{""token"": ""663"", ""logprob"": -1.1756368e-05}, {""token"": ""6"", ""logprob"": -12.199638}, {""token"": "" "", ""logprob"": -12.281912}, {""token"": ""664"", ""logprob"": -14.260841}, {""token"": ""662"", ""logprob"": -15.194228}]}, {""token"": ""377"", ""logprob"": -2.6968896e-06, ""top_5_logprobs"": [{""token"": ""377"", ""logprob"": -2.6968896e-06}, {""token"": ""277"", ""logprob"": -14.331775}, {""token"": ""37"", ""logprob"": -14.799188}, {""token"": ""378"", ""logprob"": -14.939155}, {""token"": ""376"", ""logprob"": -15.318425}]}, {""token"": ""6"", ""logprob"": -1.7432603e-06, ""top_5_logprobs"": [{""token"": ""6"", ""logprob"": -1.7432603e-06}, {""token"": ""7"", ""logprob"": -14.446703}, {""token"": ""5"", ""logprob"": -14.974243}, {""token"": ""8"", ""logprob"": -15.033279}, {""token"": ""4"", ""logprob"": -15.3825035}]}]",195,3,"3004698+5910807=8915505,1364110+8094758=9458868,3442028+5344957=8786985,5120209+3354992=8475201,6826385+2651082=9477467,1896936+8056197=9953133,2526814+2205531=4732345,1028667+8639102=9667769",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
690,690,True,True,1423734,8973888,1423734+8973888=,8,0,10327622,"[{""token"": ""103"", ""logprob"": -0.00073780026, ""top_5_logprobs"": [{""token"": ""103"", ""logprob"": -0.00073780026}, {""token"": ""1"", ""logprob"": -7.275888}, {""token"": ""10"", ""logprob"": -10.708225}, {""token"": ""104"", ""logprob"": -11.317871}, {""token"": ""$"", ""logprob"": -12.1931}]}, {""token"": ""276"", ""logprob"": -1.3436283, ""top_5_logprobs"": [{""token"": ""276"", ""logprob"": -1.3436283}, {""token"": ""876"", ""logprob"": -2.0489125}, {""token"": ""676"", ""logprob"": -2.0641732}, {""token"": ""476"", ""logprob"": -2.2023835}, {""token"": ""176"", ""logprob"": -2.4917588}]}, {""token"": ""22"", ""logprob"": -6.2729996e-06, ""top_5_logprobs"": [{""token"": ""22"", ""logprob"": -6.2729996e-06}, {""token"": ""2"", ""logprob"": -12.974341}, {""token"": ""62"", ""logprob"": -13.997588}, {""token"": ""12"", ""logprob"": -14.161437}, {""token"": ""23"", ""logprob"": -14.706866}]}]",195,3,"7506168+3274559=10780727,8564082+4827955=13392037,7623296+5443264=13066560,8557412+3781850=12339262,8313555+4517899=12831454,8730294+8139460=16869754,8520385+1945069=10465454,6697448+7808519=14505967",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
691,691,True,True,4129575,75328633,4129575+75328633=,8,0,79458208,"[{""token"": ""794"", ""logprob"": -2.1769476e-05, ""top_5_logprobs"": [{""token"": ""794"", ""logprob"": -2.1769476e-05}, {""token"": ""79"", ""logprob"": -11.106252}, {""token"": ""7"", ""logprob"": -12.288871}, {""token"": "" "", ""logprob"": -14.759768}, {""token"": ""\\"", ""logprob"": -15.448901}]}, {""token"": ""582"", ""logprob"": -0.0019765727, ""top_5_logprobs"": [{""token"": ""582"", ""logprob"": -0.0019765727}, {""token"": ""581"", ""logprob"": -6.260506}, {""token"": ""482"", ""logprob"": -10.628404}, {""token"": ""580"", ""logprob"": -11.890853}, {""token"": ""592"", ""logprob"": -12.079043}]}, {""token"": ""08"", ""logprob"": -1.2664457e-06, ""top_5_logprobs"": [{""token"": ""08"", ""logprob"": -1.2664457e-06}, {""token"": ""09"", ""logprob"": -14.551614}, {""token"": ""07"", ""logprob"": -15.151141}, {""token"": ""0"", ""logprob"": -15.79832}, {""token"": ""06"", ""logprob"": -15.847072}]}]",195,3,"36384219+5656614=42040833,28226548+5781681=34008229,85232054+7434609=92666663,17408529+8317876=25726405,96421228+1791756=98212984,81042325+1087962=82130287,77891727+1477459=79369186,14092914+1393172=15486086",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
692,692,True,True,73631787,9823605,73631787+9823605=,8,0,83455392,"[{""token"": ""834"", ""logprob"": -2.6968896e-06, ""top_5_logprobs"": [{""token"": ""834"", ""logprob"": -2.6968896e-06}, {""token"": ""835"", ""logprob"": -13.574414}, {""token"": ""8"", ""logprob"": -14.2496195}, {""token"": ""83"", ""logprob"": -14.930907}, {""token"": ""833"", ""logprob"": -16.053009}]}, {""token"": ""553"", ""logprob"": -0.14538485, ""top_5_logprobs"": [{""token"": ""553"", ""logprob"": -0.14538485}, {""token"": ""554"", ""logprob"": -2.0001936}, {""token"": ""753"", ""logprob"": -15.640243}, {""token"": ""053"", ""logprob"": -15.867089}, {""token"": ""653"", ""logprob"": -16.086939}]}, {""token"": ""92"", ""logprob"": 0.0, ""top_5_logprobs"": [{""token"": ""92"", ""logprob"": 0.0}, {""token"": ""9"", ""logprob"": -19.467579}, {""token"": ""91"", ""logprob"": -19.485853}, {""token"": ""96"", ""logprob"": -19.619114}, {""token"": ""93"", ""logprob"": -19.692892}]}]",195,3,"3097093+64450040=67547133,1267038+98237423=99504461,6426910+79160073=85586983,6021743+89578746=95600489,5577584+42231396=47808980,6066466+74145714=80212180,2811879+10024423=12836302,9801708+77448033=87249741",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
693,693,True,True,4184480,98967929,4184480+98967929=,8,0,103952409,"[{""token"": ""103"", ""logprob"": -2.6968896e-06, ""top_5_logprobs"": [{""token"": ""103"", ""logprob"": -2.6968896e-06}, {""token"": ""1"", ""logprob"": -13.200078}, {""token"": ""$"", ""logprob"": -15.29493}, {""token"": ""10"", ""logprob"": -15.340823}, {""token"": ""+"", ""logprob"": -16.457893}]}, {""token"": ""952"", ""logprob"": -1.6655804, ""top_5_logprobs"": [{""token"": ""952"", ""logprob"": -1.6655804}, {""token"": ""852"", ""logprob"": -1.925222}, {""token"": ""752"", ""logprob"": -2.0550838}, {""token"": ""252"", ""logprob"": -2.259359}, {""token"": ""652"", ""logprob"": -2.3989768}]}, {""token"": ""409"", ""logprob"": -2.577686e-06, ""top_5_logprobs"": [{""token"": ""409"", ""logprob"": -2.577686e-06}, {""token"": ""509"", ""logprob"": -14.057448}, {""token"": ""909"", ""logprob"": -14.72121}, {""token"": ""009"", ""logprob"": -15.011924}, {""token"": ""809"", ""logprob"": -15.052617}]}]",195,3,"98669840+1563607=100233447,97373005+5138819=102511824,98682418+3410139=102092557,98578518+5550242=104128760,98488720+3284312=101773032,99374769+3476686=102851455,98164004+2123187=100287191,99615569+6637833=106253402",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
694,694,True,True,98070174,9105346,98070174+9105346=,8,0,107475520,"[{""token"": ""107"", ""logprob"": -3.5313153e-06, ""top_5_logprobs"": [{""token"": ""107"", ""logprob"": -3.5313153e-06}, {""token"": ""1"", ""logprob"": -13.005589}, {""token"": ""10"", ""logprob"": -14.093922}, {""token"": ""108"", ""logprob"": -16.01194}, {""token"": ""+"", ""logprob"": -16.457348}]}, {""token"": ""475"", ""logprob"": -1.8213341, ""top_5_logprobs"": [{""token"": ""475"", ""logprob"": -1.8213341}, {""token"": ""275"", ""logprob"": -1.9613984}, {""token"": ""975"", ""logprob"": -2.0079968}, {""token"": ""875"", ""logprob"": -2.0649197}, {""token"": ""075"", ""logprob"": -2.2594407}]}, {""token"": ""520"", ""logprob"": -0.2900057, ""top_5_logprobs"": [{""token"": ""520"", ""logprob"": -0.2900057}, {""token"": ""20"", ""logprob"": -1.3858232}, {""token"": ""020"", ""logprob"": -7.4405394}, {""token"": ""120"", ""logprob"": -8.120572}, {""token"": ""220"", ""logprob"": -8.802827}]}]",195,3,"1616598+98896931=100513529,5061720+98087590=103149310,5586737+99794517=105381254,5248889+98531498=103780387,8324227+94036274=102360501,1890197+99035871=100926068,2308679+97843721=100152400,8474874+93185054=101659928",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
695,695,True,True,69886319,17227309,69886319+17227309=,8,0,87113628,"[{""token"": ""871"", ""logprob"": -1.9385403e-05, ""top_5_logprobs"": [{""token"": ""871"", ""logprob"": -1.9385403e-05}, {""token"": ""870"", ""logprob"": -10.915083}, {""token"": ""87"", ""logprob"": -14.090776}, {""token"": ""8"", ""logprob"": -16.305317}, {""token"": "" "", ""logprob"": -16.47187}]}, {""token"": ""136"", ""logprob"": -1.7432603e-06, ""top_5_logprobs"": [{""token"": ""136"", ""logprob"": -1.7432603e-06}, {""token"": ""137"", ""logprob"": -13.9573345}, {""token"": ""135"", ""logprob"": -14.580589}, {""token"": ""1"", ""logprob"": -15.861166}, {""token"": ""13"", ""logprob"": -17.49862}]}, {""token"": ""28"", ""logprob"": -1.3856493e-06, ""top_5_logprobs"": [{""token"": ""28"", ""logprob"": -1.3856493e-06}, {""token"": ""27"", ""logprob"": -14.263774}, {""token"": ""2"", ""logprob"": -15.401635}, {""token"": ""29"", ""logprob"": -15.464839}, {""token"": ""26"", ""logprob"": -16.337524}]}]",195,3,"63824691+19689772=83514463,22039297+58457570=80496867,32687881+63676966=96364847,22714879+73628212=96343091,62502338+31503408=94005746,15368091+34884903=50252994,47047914+31290557=78338471,55338616+11588643=66927259",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
696,696,True,True,90893152,76060120,90893152+76060120=,8,0,166053272,"[{""token"": ""166"", ""logprob"": 0.0, ""top_5_logprobs"": [{""token"": ""166"", ""logprob"": 0.0}, {""token"": ""1"", ""logprob"": -17.764887}, {""token"": "" "", ""logprob"": -19.411507}, {""token"": ""//"", ""logprob"": -21.137552}, {""token"": ""\t"", ""logprob"": -22.019335}]}, {""token"": ""053"", ""logprob"": -1.478005, ""top_5_logprobs"": [{""token"": ""053"", ""logprob"": -1.478005}, {""token"": ""253"", ""logprob"": -1.617066}, {""token"": ""153"", ""logprob"": -1.6238962}, {""token"": ""953"", ""logprob"": -1.7510725}, {""token"": ""653"", ""logprob"": -2.604918}]}, {""token"": ""272"", ""logprob"": -5.5122365e-07, ""top_5_logprobs"": [{""token"": ""272"", ""logprob"": -5.5122365e-07}, {""token"": ""271"", ""logprob"": -15.678151}, {""token"": ""273"", ""logprob"": -15.943227}, {""token"": ""672"", ""logprob"": -16.598692}, {""token"": ""27"", ""logprob"": -16.940775}]}]",195,3,"94674019+26991825=121665844,83890950+38274405=122165355,90097867+85554130=175651997,68964329+37522276=106486605,89444388+88920504=178364892,78693980+98023017=176716997,33094059+92997995=126092054,89375671+55925902=145301573",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
697,697,True,True,1946163,863514121,1946163+863514121=,8,0,865460284,"[{""token"": ""865"", ""logprob"": -0.022010697, ""top_5_logprobs"": [{""token"": ""865"", ""logprob"": -0.022010697}, {""token"": ""863"", ""logprob"": -3.8298187}, {""token"": ""861"", ""logprob"": -10.72934}, {""token"": ""864"", ""logprob"": -11.180321}, {""token"": ""8"", ""logprob"": -12.534805}]}, {""token"": ""460"", ""logprob"": -0.00094040437, ""top_5_logprobs"": [{""token"": ""460"", ""logprob"": -0.00094040437}, {""token"": ""459"", ""logprob"": -6.9976406}, {""token"": ""461"", ""logprob"": -11.367262}, {""token"": ""560"", ""logprob"": -12.04071}, {""token"": ""46"", ""logprob"": -13.030849}]}, {""token"": ""284"", ""logprob"": -9.0883464e-07, ""top_5_logprobs"": [{""token"": ""284"", ""logprob"": -9.0883464e-07}, {""token"": ""283"", ""logprob"": -15.07631}, {""token"": ""2"", ""logprob"": -15.559928}, {""token"": ""28"", ""logprob"": -15.682862}, {""token"": ""285"", ""logprob"": -17.110638}]}]",195,3,"184905248+7990721=192895969,200899975+4961472=205861447,238125193+1438561=239563754,571368023+3925006=575293029,113228180+1734933=114963113,587018361+9157892=596176253,193964209+3303867=197268076,391597255+6952585=398549840",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
698,698,True,True,819455616,3774178,819455616+3774178=,8,0,823229794,"[{""token"": ""823"", ""logprob"": -0.00014931006, ""top_5_logprobs"": [{""token"": ""823"", ""logprob"": -0.00014931006}, {""token"": ""822"", ""logprob"": -8.861974}, {""token"": ""8"", ""logprob"": -12.7928}, {""token"": "" "", ""logprob"": -14.008389}, {""token"": ""820"", ""logprob"": -14.0282755}]}, {""token"": ""229"", ""logprob"": -0.018382767, ""top_5_logprobs"": [{""token"": ""229"", ""logprob"": -0.018382767}, {""token"": ""230"", ""logprob"": -4.0088058}, {""token"": ""228"", ""logprob"": -10.564514}, {""token"": ""231"", ""logprob"": -11.632345}, {""token"": ""219"", ""logprob"": -11.8497925}]}, {""token"": ""794"", ""logprob"": -6.704273e-07, ""top_5_logprobs"": [{""token"": ""794"", ""logprob"": -6.704273e-07}, {""token"": ""994"", ""logprob"": -16.297035}, {""token"": ""694"", ""logprob"": -16.693468}, {""token"": ""394"", ""logprob"": -16.940744}, {""token"": ""894"", ""logprob"": -16.959793}]}]",195,3,"2017218+761072927=763090145,9269706+935863434=945133140,9911543+329553032=339464575,2914835+581869549=584784384,5520071+865440023=870960094,7907335+523391031=531298366,6492896+811262571=817755467,8588720+817037968=825626688",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
699,699,True,True,55167097,802455040,55167097+802455040=,8,0,857622137,"[{""token"": ""857"", ""logprob"": -3.888926e-06, ""top_5_logprobs"": [{""token"": ""857"", ""logprob"": -3.888926e-06}, {""token"": "" "", ""logprob"": -13.419506}, {""token"": ""+"", ""logprob"": -14.694662}, {""token"": ""  "", ""logprob"": -14.841927}, {""token"": ""8"", ""logprob"": -15.336274}]}, {""token"": ""622"", ""logprob"": -0.074948825, ""top_5_logprobs"": [{""token"": ""622"", ""logprob"": -0.074948825}, {""token"": ""621"", ""logprob"": -2.6292872}, {""token"": ""623"", ""logprob"": -9.582155}, {""token"": ""620"", ""logprob"": -13.177284}, {""token"": ""62"", ""logprob"": -13.565236}]}, {""token"": ""137"", ""logprob"": -1.18755715e-05, ""top_5_logprobs"": [{""token"": ""137"", ""logprob"": -1.18755715e-05}, {""token"": ""037"", ""logprob"": -12.524858}, {""token"": ""737"", ""logprob"": -13.798935}, {""token"": ""237"", ""logprob"": -13.917873}, {""token"": ""537"", ""logprob"": -13.997265}]}]",195,3,"163573576+21596711=185170287,610050492+69915314=679965806,529615327+50848290=580463617,934900559+18739993=953640552,885412619+89855087=975267706,142074215+69457134=211531349,423934062+93594949=517529011,293802889+27655695=321458584",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
700,700,True,True,491450065,94216154,491450065+94216154=,8,0,585666219,"[{""token"": ""585"", ""logprob"": -1.1756368e-05, ""top_5_logprobs"": [{""token"": ""585"", ""logprob"": -1.1756368e-05}, {""token"": "" "", ""logprob"": -12.709614}, {""token"": ""586"", ""logprob"": -13.413338}, {""token"": ""584"", ""logprob"": -13.510815}, {""token"": ""5"", ""logprob"": -13.682191}]}, {""token"": ""666"", ""logprob"": -1.7954959e-05, ""top_5_logprobs"": [{""token"": ""666"", ""logprob"": -1.7954959e-05}, {""token"": ""665"", ""logprob"": -11.536691}, {""token"": ""667"", ""logprob"": -12.873942}, {""token"": ""664"", ""logprob"": -13.432431}, {""token"": ""066"", ""logprob"": -14.4944315}]}, {""token"": ""219"", ""logprob"": -8.776276e-06, ""top_5_logprobs"": [{""token"": ""219"", ""logprob"": -8.776276e-06}, {""token"": ""218"", ""logprob"": -13.836146}, {""token"": ""119"", ""logprob"": -13.901959}, {""token"": ""319"", ""logprob"": -14.121476}, {""token"": ""019"", ""logprob"": -14.348449}]}]",195,3,"48610577+139627851=188238428,19543116+912230883=931773999,21367646+711094223=732461869,87286863+255507133=342793996,38314948+641727132=680042080,80117482+420514211=500631693,19695252+621212504=640907756,30899308+186731983=217631291",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
701,701,True,True,373185640,319565388,373185640+319565388=,8,0,692751028,"[{""token"": ""692"", ""logprob"": -8.537869e-06, ""top_5_logprobs"": [{""token"": ""692"", ""logprob"": -8.537869e-06}, {""token"": "" "", ""logprob"": -12.366324}, {""token"": ""693"", ""logprob"": -13.338664}, {""token"": ""69"", ""logprob"": -13.645848}, {""token"": ""6"", ""logprob"": -14.846192}]}, {""token"": ""751"", ""logprob"": -0.0029541664, ""top_5_logprobs"": [{""token"": ""751"", ""logprob"": -0.0029541664}, {""token"": ""750"", ""logprob"": -5.828859}, {""token"": ""752"", ""logprob"": -13.071308}, {""token"": ""749"", ""logprob"": -13.093477}, {""token"": ""651"", ""logprob"": -14.396088}]}, {""token"": ""028"", ""logprob"": -1.9504607e-05, ""top_5_logprobs"": [{""token"": ""028"", ""logprob"": -1.9504607e-05}, {""token"": ""027"", ""logprob"": -12.132507}, {""token"": ""28"", ""logprob"": -12.858191}, {""token"": ""029"", ""logprob"": -13.197456}, {""token"": ""128"", ""logprob"": -13.391035}]}]",195,3,"531003172+413197377=944200549,496282753+387095620=883378373,276482079+676935204=953417283,212877673+435623887=648501560,244525167+521467369=765992536,259165899+733720668=992886567,283194078+414707058=697901136,279351916+316802342=596154258",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
702,702,True,True,3683652,5181190,3683652+5181190=,8,0,8864842,"[{""token"": ""886"", ""logprob"": -1.9027791e-05, ""top_5_logprobs"": [{""token"": ""886"", ""logprob"": -1.9027791e-05}, {""token"": ""8"", ""logprob"": -10.961229}, {""token"": "" "", ""logprob"": -14.181995}, {""token"": ""885"", ""logprob"": -14.512632}, {""token"": ""884"", ""logprob"": -16.46995}]}, {""token"": ""484"", ""logprob"": -1.7432603e-06, ""top_5_logprobs"": [{""token"": ""484"", ""logprob"": -1.7432603e-06}, {""token"": ""4"", ""logprob"": -14.826912}, {""token"": ""483"", ""logprob"": -14.957592}, {""token"": ""48"", ""logprob"": -16.040283}, {""token"": ""384"", ""logprob"": -16.193096}]}, {""token"": ""2"", ""logprob"": -7.89631e-07, ""top_5_logprobs"": [{""token"": ""2"", ""logprob"": -7.89631e-07}, {""token"": ""1"", ""logprob"": -15.383651}, {""token"": ""0"", ""logprob"": -15.803243}, {""token"": ""3"", ""logprob"": -15.853423}, {""token"": ""4"", ""logprob"": -15.949492}]}]",195,3,"3061794+1578293=4640087,1726367+2821404=4547771,1046930+8357444=9404374,2210577+1483189=3693766,1079743+8039012=9118755,1179675+3890004=5069679,7332703+1895904=9228607,3225674+2751746=5977420",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
703,703,True,True,6183929,5190469,6183929+5190469=,8,0,11374398,"[{""token"": ""113"", ""logprob"": -1.2664457e-06, ""top_5_logprobs"": [{""token"": ""113"", ""logprob"": -1.2664457e-06}, {""token"": ""1"", ""logprob"": -14.082948}, {""token"": ""11"", ""logprob"": -14.593413}, {""token"": "" "", ""logprob"": -17.458996}, {""token"": ""111"", ""logprob"": -18.613132}]}, {""token"": ""743"", ""logprob"": -1.7776934, ""top_5_logprobs"": [{""token"": ""743"", ""logprob"": -1.7776934}, {""token"": ""943"", ""logprob"": -1.9778658}, {""token"": ""843"", ""logprob"": -2.0936646}, {""token"": ""143"", ""logprob"": -2.233128}, {""token"": ""543"", ""logprob"": -2.3983674}]}, {""token"": ""98"", ""logprob"": -3.1281633e-07, ""top_5_logprobs"": [{""token"": ""98"", ""logprob"": -3.1281633e-07}, {""token"": ""97"", ""logprob"": -16.57682}, {""token"": ""8"", ""logprob"": -17.309286}, {""token"": ""96"", ""logprob"": -17.327156}, {""token"": ""88"", ""logprob"": -17.574663}]}]",195,3,"1977746+8368249=10345995,4573221+9607274=14180495,8058840+2010074=10068914,6507468+9963926=16471394,5280308+6121511=11401819,9891401+4865580=14756981,8055688+2248931=10304619,7144133+3448348=10592481",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
704,704,True,True,4752571,58822917,4752571+58822917=,8,0,63575488,"[{""token"": ""635"", ""logprob"": -1.0206721e-05, ""top_5_logprobs"": [{""token"": ""635"", ""logprob"": -1.0206721e-05}, {""token"": ""636"", ""logprob"": -12.874871}, {""token"": "" "", ""logprob"": -13.08425}, {""token"": ""630"", ""logprob"": -13.6094675}, {""token"": ""6"", ""logprob"": -13.999802}]}, {""token"": ""754"", ""logprob"": -0.0003679901, ""top_5_logprobs"": [{""token"": ""754"", ""logprob"": -0.0003679901}, {""token"": ""755"", ""logprob"": -7.976265}, {""token"": ""753"", ""logprob"": -11.014509}, {""token"": ""744"", ""logprob"": -13.966051}, {""token"": ""750"", ""logprob"": -14.125574}]}, {""token"": ""88"", ""logprob"": -4.1273333e-06, ""top_5_logprobs"": [{""token"": ""88"", ""logprob"": -4.1273333e-06}, {""token"": ""8"", ""logprob"": -13.08087}, {""token"": ""87"", ""logprob"": -14.207338}, {""token"": ""89"", ""logprob"": -14.964457}, {""token"": ""48"", ""logprob"": -15.997026}]}]",195,3,"52519537+9003279=61522816,16938921+7715569=24654490,15005895+4461235=19467130,49175848+1234811=50410659,38270235+9840544=48110779,11243380+8277908=19521288,30170564+8554199=38724763,72077036+9810392=81887428",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
705,705,True,True,88502042,8156293,88502042+8156293=,8,0,96658335,"[{""token"": ""966"", ""logprob"": -0.0026797024, ""top_5_logprobs"": [{""token"": ""966"", ""logprob"": -0.0026797024}, {""token"": ""963"", ""logprob"": -5.942299}, {""token"": ""9"", ""logprob"": -10.384075}, {""token"": "" "", ""logprob"": -12.233974}, {""token"": ""96"", ""logprob"": -12.310822}]}, {""token"": ""583"", ""logprob"": -2.9352968e-06, ""top_5_logprobs"": [{""token"": ""583"", ""logprob"": -2.9352968e-06}, {""token"": ""582"", ""logprob"": -13.457372}, {""token"": ""584"", ""logprob"": -14.579341}, {""token"": ""083"", ""logprob"": -15.038375}, {""token"": ""58"", ""logprob"": -15.100034}]}, {""token"": ""35"", ""logprob"": -3.1737043e-06, ""top_5_logprobs"": [{""token"": ""35"", ""logprob"": -3.1737043e-06}, {""token"": ""5"", ""logprob"": -13.728978}, {""token"": ""36"", ""logprob"": -14.323335}, {""token"": ""45"", ""logprob"": -14.865773}, {""token"": ""25"", ""logprob"": -15.121736}]}]",195,3,"4378042+88184506=92562548,2480739+90562896=93043635,6383283+16184440=22567723,3633372+12645563=16278935,2358394+96971762=99330156,2170181+40901332=43071513,1407589+89343799=90751388,3794922+93845171=97640093",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
706,706,True,True,4449601,99204915,4449601+99204915=,8,0,103454516,"[{""token"": ""103"", ""logprob"": -2.4584822e-06, ""top_5_logprobs"": [{""token"": ""103"", ""logprob"": -2.4584822e-06}, {""token"": ""10"", ""logprob"": -14.446151}, {""token"": ""+"", ""logprob"": -14.699981}, {""token"": ""1"", ""logprob"": -15.369712}, {""token"": ""104"", ""logprob"": -15.44078}]}, {""token"": ""454"", ""logprob"": -1.8321623, ""top_5_logprobs"": [{""token"": ""454"", ""logprob"": -1.8321623}, {""token"": ""854"", ""logprob"": -2.0769553}, {""token"": ""654"", ""logprob"": -2.1095824}, {""token"": ""954"", ""logprob"": -2.2085433}, {""token"": ""054"", ""logprob"": -2.2429538}]}, {""token"": ""516"", ""logprob"": -4.3202e-07, ""top_5_logprobs"": [{""token"": ""516"", ""logprob"": -4.3202e-07}, {""token"": ""616"", ""logprob"": -16.180124}, {""token"": ""016"", ""logprob"": -16.593864}, {""token"": ""816"", ""logprob"": -16.901659}, {""token"": ""416"", ""logprob"": -17.247347}]}]",195,3,"98921505+4561967=103483472,96205120+5891179=102096299,93228557+7817792=101046349,94251656+8554467=102806123,99271476+4531670=103803146,94652820+8602681=103255501,96034892+4971179=101006071,98067556+3564176=101631732",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
707,707,True,True,96557555,6919834,96557555+6919834=,8,0,103077389,"[{""token"": ""103"", ""logprob"": -3.1424974e-05, ""top_5_logprobs"": [{""token"": ""103"", ""logprob"": -3.1424974e-05}, {""token"": ""1"", ""logprob"": -10.813918}, {""token"": ""$"", ""logprob"": -12.183307}, {""token"": ""10"", ""logprob"": -12.229096}, {""token"": ""104"", ""logprob"": -15.026254}]}, {""token"": ""077"", ""logprob"": -1.8307654, ""top_5_logprobs"": [{""token"": ""077"", ""logprob"": -1.8307654}, {""token"": ""477"", ""logprob"": -2.026524}, {""token"": ""677"", ""logprob"": -2.247292}, {""token"": ""277"", ""logprob"": -2.2895532}, {""token"": ""377"", ""logprob"": -2.3058972}]}, {""token"": ""389"", ""logprob"": -1.27099975e-05, ""top_5_logprobs"": [{""token"": ""389"", ""logprob"": -1.27099975e-05}, {""token"": ""689"", ""logprob"": -12.540807}, {""token"": ""889"", ""logprob"": -13.20781}, {""token"": ""989"", ""logprob"": -13.620612}, {""token"": ""589"", ""logprob"": -14.01617}]}]",195,3,"1332100+99359905=100692005,8298947+94390219=102689166,8479864+91843876=100323740,2009960+99585410=101595370,7665637+98630523=106296160,7152488+98198535=105351023,5638116+98396330=104034446,5254585+98550089=103804674",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
708,708,True,True,46250522,50402078,46250522+50402078=,8,0,96652600,"[{""token"": ""966"", ""logprob"": -3.7697225e-06, ""top_5_logprobs"": [{""token"": ""966"", ""logprob"": -3.7697225e-06}, {""token"": "" "", ""logprob"": -13.35211}, {""token"": ""9"", ""logprob"": -13.744867}, {""token"": ""96"", ""logprob"": -15.056082}, {""token"": ""967"", ""logprob"": -15.223976}]}, {""token"": ""526"", ""logprob"": -0.0002904142, ""top_5_logprobs"": [{""token"": ""526"", ""logprob"": -0.0002904142}, {""token"": ""525"", ""logprob"": -8.146367}, {""token"": ""527"", ""logprob"": -15.863246}, {""token"": ""826"", ""logprob"": -16.77231}, {""token"": ""626"", ""logprob"": -17.0131}]}, {""token"": ""00"", ""logprob"": 0.0, ""top_5_logprobs"": [{""token"": ""00"", ""logprob"": 0.0}, {""token"": ""0"", ""logprob"": -16.69835}, {""token"": ""01"", ""logprob"": -18.692196}, {""token"": ""000"", ""logprob"": -20.390314}, {""token"": ""600"", ""logprob"": -20.53878}]}]",195,3,"21222903+56822748=78045651,42281578+47280752=89562330,15347337+20598296=35945633,21020870+71256509=92277379,11532222+85154851=96687073,14191309+32621075=46812384,14329243+54188736=68517979,10021715+89785972=99807687",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,nosep,,0,0,8,0,1
