,problem_index,flip_problem,flip_shots,num1,num2,problem_msg,problem_tokens,response_repeat,response,prompt_tokens,completion_tokens,shots,model,system_prompt,problem_number_format,answer_number_format,repeat_style,num_spaces,num_trailing_spaces,num_shots,problem_rng_key,shots_rng_key
271,1,False,False,7778640,14016227,7778640+14016227=,8,0,"21,868,867",211,5,"9016644+69488785=78505429,3407927+18301543=21709470,6956535+93940066=100896601,7070014+25118920=32188934,2244401+90133323=92377724,7501068+15113819=22614887,9002552+84890624=93893176,9124283+57624662=66748945",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
272,2,False,False,9482500,964332763,9482500+964332763=,8,0,"973,815,263",211,5,"6184255+244719293=250903548,2763083+507772952=510536035,8155716+294099270=302254986,1280758+140420762=141701520,6396829+634314169=640710998,6833714+500894708=507728422,3614379+808384371=811998750,3200928+470243697=473444625",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
273,3,False,False,51629751,1711633,51629751+1711633=,8,0,"53,413,384",211,5,"27081927+2379283=29461210,10899665+9931198=20830863,43099803+4042683=47142486,87261295+4853941=92115236,62254815+1625816=63880631,47867462+3792187=51659649,35522630+6436783=41959413,84502825+3364549=87867374",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
274,4,False,False,57713793,81530413,57713793+81530413=,8,0,"139,244,206",211,5,"33903668+58287029=92190697,84355408+33263821=117619229,13796013+50186096=63982109,19101512+52093960=71195472,29209091+43288188=72497279,84552530+66479029=151031559,17625228+15625806=33251034,34053010+34708581=68761591",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
275,5,False,False,10841276,608537036,10841276+608537036=,8,0,"619,378,312",211,5,"47993119+448896795=496889914,35708204+592567505=628275709,11856994+838995343=850852337,62884399+641449013=704333412,91747083+370829694=462576777,45200866+264154452=309355318,89567768+353630617=443198385,42368129+390339673=432707802",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
276,6,False,False,201260781,7489051,201260781+7489051=,8,0,"208,750,832",211,5,"219834111+8386054=228220165,787773550+6755319=794528869,497718189+4608091=502326280,561103059+4669143=565772202,814602265+5067805=819670070,918713430+2219769=920933199,419561869+1211317=420773186,531195083+5812228=537007311",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
277,7,False,False,580528087,15255626,580528087+15255626=,8,0,"595,783,713",211,5,"316467507+20557824=337025331,301742075+40038024=341780099,300811271+66442994=367254265,440249440+77723135=517972575,776529872+38254523=814784395,139112211+20571963=159684174,152380941+38043288=190424229,381419805+43442360=424862165",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
278,8,False,False,391577960,272373856,391577960+272373856=,8,0,"663,951,816",221,5,"149608985+140652298=290261283,737787398+106504256=844291654,592630659+108854898=701485557,266200278+909153333=1175353611,604401799+628431955=1232833754,904698549+975833607=1880532156,265722132+768084350=1033806482,788491822+869711778=1658203600",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
279,9,False,False,5807401,2374360,5807401+2374360=,8,0,"8,181,761",211,5,"6644240+7925381=14569621,8872033+6217273=15089306,7493309+9805236=17298545,1627640+8037022=9664662,7945970+9075729=17021699,4253469+3738386=7991855,2034949+6745960=8780909,2183055+7941076=10124131",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
280,10,False,False,3735601,78222315,3735601+78222315=,8,0,"81,057,916",211,5,"8786830+61722330=70509160,8386309+69468238=77854547,6564336+61258496=67822832,3617880+24340612=27958492,2682215+90303967=92986182,5714645+39525808=45240453,6830345+66473572=73303917,6547859+23840669=30388528",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
281,11,False,False,6612747,566641845,6612747+566641845=,8,0,"573,254,592",211,5,"6376585+949309476=955686061,1580299+272613614=274193913,3939266+966504252=970443518,7649146+970337803=977986949,4115722+412249635=416365357,6950188+269904082=276854270,1957345+224131383=226088728,2513449+246288503=248801952",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
282,12,False,False,42267863,8567869,42267863+8567869=,8,0,"50,074,732",211,5,"96762806+1119205=97882011,75139937+1076316=76216253,87616735+4677707=92294442,40598742+7642429=48241171,54142110+8510103=62652213,96459644+9130755=105590399,40303734+6863739=47167473,75234728+4077043=79311771",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
283,13,False,False,47695019,29774166,47695019+29774166=,8,0,"77,469,185",211,5,"22145111+11385031=33530142,53811389+86406773=140218162,44227364+88934567=133161931,47357877+56421354=103779231,70469241+30904577=101373818,94087000+95440152=189527152,81506820+57054695=138561515,10353972+61404736=71758708",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
284,14,False,False,18614706,518722247,18614706+518722247=,8,0,"537,336,953",215,5,"59088744+724354993=783443737,65307206+984616001=1049923207,71318153+264779364=336097517,89220244+182196375=271416619,58900352+964581206=1023481558,23245608+701663042=724908650,65958628+327312022=393270650,81087815+607080914=688168729",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
285,15,False,False,306492243,5719768,306492243+5719768=,8,0,"312,212,011",211,5,"551538110+2501319=554039429,729730850+3760193=733491043,719764643+9178526=728943169,750294181+9505878=759800059,604962625+5846159=610808784,186863052+7453164=194316216,828234837+2836430=831071267,947867974+5201504=953069478",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
286,16,False,False,808630085,27532599,808630085+27532599=,8,0,"836,162,684",213,5,"235192456+42566771=277759227,347590361+66163616=413753977,903544837+20609426=924154263,957109023+74772779=1031881802,562914712+60855874=623770586,539398378+77731007=617129385,133560758+16348497=149909255,892349040+37375347=929724387",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
287,17,False,False,430298470,694067915,430298470+694067915=,8,0,"1,124,366,385",221,7,"824949374+347076675=1172026049,313950886+525093146=839044032,648741007+913694333=1562435340,643663826+305207682=948871508,822478693+994920963=1817399656,691750374+918182430=1609932804,470933704+867216866=1338150570,474682264+275066585=749748849",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
288,18,False,False,7169254,6322530,7169254+6322530=,8,0,"13,491,784",211,5,"4144878+6844930=10989808,2249746+8825456=11075202,7455403+7165138=14620541,2663927+4069352=6733279,5891069+5261060=11152129,3805629+3591134=7396763,8789898+5604754=14394652,2615365+2333969=4949334",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
289,19,False,False,8572387,76470457,8572387+76470457=,8,0,"85,142,844",211,5,"9170120+13683513=22853633,1589570+53399526=54989096,6071010+24876489=30947499,9490086+25081326=34571412,6455873+18623674=25079547,1768542+73759445=75527987,7945867+83319426=91265293,3902774+43867899=47770673",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
290,20,False,False,4304231,377004109,4304231+377004109=,8,0,"381,308,340",211,5,"3318617+778542396=781861013,6782504+653242039=660024543,7437215+695029567=702466782,6849768+615085982=621935750,4036945+166536034=170572979,4806371+563377888=568184259,1532420+551835560=553367980,4513634+723224180=727737814",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
291,21,False,False,92387097,3019679,92387097+3019679=,8,0,"95,204,776",211,5,"70789476+4484236=75273712,83209270+8393137=91602407,14017127+1912828=15929955,17163418+4521685=21685103,81326723+9586057=90912780,91527055+6198162=97725217,63415213+9106336=72521549,20753810+2240987=22994797",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
292,22,False,False,35295736,81720003,35295736+81720003=,8,0,"117,215,739",211,5,"64641987+96317442=160959429,14583700+49050093=63633793,92425848+56070923=148496771,82750402+20818591=103568993,58179006+11719632=69898638,42658722+79616290=122275012,10899050+17385783=28284833,97083852+21685559=118769411",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
293,23,False,False,31569348,923325852,31569348+923325852=,8,0,"954,895,200",213,5,"54285510+265243276=319528786,45805180+845371646=891176826,50799324+807724692=858524016,99436969+923640677=1023077646,94094631+379590123=473684754,24908961+570079098=594988059,97827060+257179736=355006796,40175573+142020360=182195933",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
294,24,False,False,851153427,4266518,851153427+4266518=,8,0,"855,419,945",211,5,"832943882+2407684=835351566,269908102+6666562=276574664,504276920+8217719=512494639,189817156+6426448=196243604,892517525+7578096=900095621,249679742+9477799=259157541,946780784+7431032=954211816,498438832+1003534=499442366",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
295,25,False,False,910436316,79313778,910436316+79313778=,8,0,"989,750,094",213,5,"267609430+91195575=358805005,126193162+24043987=150237149,618178841+27373941=645552782,504081674+22064610=526146284,959292505+89852659=1049145164,655612207+77424689=733036896,663504235+29007776=692512011,572933765+37320837=610254602",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
296,26,False,False,439288219,390148286,439288219+390148286=,8,0,"829,436,505",225,5,"850891682+818775493=1669667175,871679549+552525610=1424205159,577444593+672422833=1249867426,998505542+206233059=1204738601,743318203+681735609=1425053812,590821710+661014995=1251836705,207982634+353411457=561394091,763356681+985723128=1749079809",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
297,27,False,False,7859788,7979386,7859788+7979386=,8,0,"15,739,174",211,5,"4948832+5028977=9977809,6833555+8463743=15297298,8880922+8300099=17181021,4195263+9674667=13869930,7508270+2841301=10349571,9978662+4852835=14831497,9811306+9957143=19768449,5053972+1535152=6589124",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
298,28,False,False,5746685,74617405,5746685+74617405=,8,0,"80,764,090",211,5,"5824878+45921907=51746785,4868265+29380011=34248276,3535518+74744646=78280164,5106226+98301593=103407819,6484037+99751155=106235192,3510431+57973547=61483978,2926166+70093756=73019922,4876949+31364543=36241492",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
299,29,False,False,1227763,881768096,1227763+881768096=,8,0,"882,995,859",211,5,"2927602+849491601=852419203,7736384+878770775=886507159,8407389+323401954=331809343,7903957+111816995=119720952,5959928+351849124=357809052,2366439+367544656=369911095,1152097+176609908=177762005,5913057+879619947=885533004",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
300,30,False,False,28696832,1516385,28696832+1516385=,8,0,"30,313,217",211,5,"65979207+7373298=73352505,66173362+9393728=75567090,94590612+5748114=100338726,65075761+1502778=66578539,65763336+2636618=68399954,47841242+6440375=54281617,49613125+8883959=58497084,88247750+2086620=90334370",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
301,31,False,False,86669258,60294542,86669258+60294542=,8,0,"146,263,800",211,5,"39815456+81051252=120866708,90673119+43208526=133881645,40223616+76946418=117170034,51094837+82559296=133654133,65556381+88048832=153605213,41246727+22714120=63960847,62569653+76246541=138816194,55471114+53217247=108688361",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
302,32,False,False,26269523,860417848,26269523+860417848=,8,0,"886,687,371",211,5,"61605669+168904673=230510342,20555089+425668771=446223860,58527414+636733370=695260784,14576458+318562465=333138923,25479857+926352855=951832712,10529794+793928642=804458436,15887069+202986084=218873153,50896535+308701825=359598360",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
303,33,False,False,288317111,6719702,288317111+6719702=,8,0,"295,036,813",211,5,"686863889+9673253=696537142,201739801+3162626=204902427,142876209+1230310=144106519,956054076+2856181=958910257,336639035+9167194=345806229,596495635+3170554=599666189,400145611+9277210=409422821,637958580+8022852=645981432",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
304,34,False,False,375974393,17570295,375974393+17570295=,8,0,"393,544,688",213,5,"430913312+38332628=469245940,871062598+76153616=947216214,418326452+15077784=433404236,990683476+59264218=1049947694,377338626+72345689=449684315,152773113+25686526=178459639,403529612+63860965=467390577,801975769+30936188=832911957",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
305,35,False,False,702855193,392159457,702855193+392159457=,8,0,"1,094,014,650",221,7,"314815507+847724851=1162540358,433126256+298575709=731701965,189692010+813315573=1003007583,321092015+254289604=575381619,703652689+690931793=1394584482,499100563+310026232=809126795,741855201+335770951=1077626152,764517999+246891935=1011409934",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
306,36,False,False,8293063,5579292,8293063+5579292=,8,0,"13,872,355",211,5,"7818879+3026411=10845290,2841604+8962029=11803633,8997190+3033413=12030603,3295630+8621558=11917188,9548138+5658672=15206810,2272712+1413118=3685830,4200219+1181967=5382186,9608561+9867773=19476334",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
307,37,False,False,8677809,26959317,8677809+26959317=,8,0,"35,371,126",211,5,"4295505+63692582=67988087,3880958+26658639=30539597,6417426+30974601=37392027,6795584+38893722=45689306,7319262+87445159=94764421,1906096+17129617=19035713,3274833+24217238=27492071,9259782+20265492=29525274",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
308,38,False,False,9709796,498497748,9709796+498497748=,8,0,"508,607,544",211,5,"9889546+346257602=356147148,8862105+474037175=482899280,1883782+321295768=323179550,4408134+854335457=858743591,5170088+580820901=585990989,6204490+423356374=429560864,9979424+273284829=283264253,2632653+737068694=739701347",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
309,39,False,False,83954275,8324636,83954275+8324636=,8,0,"92,888,911",211,5,"97611890+5176975=102788865,13119038+9141121=22260159,89696805+4165861=93862666,24935375+4873938=29809313,78595833+4949614=83545447,58276266+7270493=65546759,27399127+2098516=29497643,66380852+2620507=69001359",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
310,40,False,False,84038950,59508035,84038950+59508035=,8,0,"143,146,985",211,5,"47582646+46818027=94400673,58125531+83831145=141956676,12099735+13204910=25304645,94247049+49833915=144080964,50954840+43899331=94854171,86428986+49037565=135466551,99152099+99919851=199071950,37191303+86242071=123433374",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
311,41,False,False,47706879,737397363,47706879+737397363=,8,0,"785,104,242",211,5,"49960721+692773758=742734479,11910709+211403119=223313828,10080664+930327986=940408650,20953391+639460056=660413447,12589516+213750693=226340209,57246658+188001613=245248271,65574097+225578515=291152612,77177070+903972113=981149183",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
312,42,False,False,975019769,8584821,975019769+8584821=,8,0,"983,604,590",211,5,"406258280+2053741=408312021,128824779+4830299=133655078,357895157+2682205=360577362,904506393+9729352=914235745,263068082+9330108=272398190,828928935+8278144=837207079,264460126+6465797=270925923,355621456+6668203=362289659",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
313,43,False,False,764100366,12205532,764100366+12205532=,8,0,"776,305,898",211,5,"593726564+18909835=612636399,562919547+68332979=631252526,788830399+51537648=840368047,482462210+48600006=531062216,640351954+34154555=674506509,154057823+70954676=225012499,114589784+22301483=136891267,771985610+10272425=782258035",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
314,44,False,False,325038684,314311216,325038684+314311216=,8,0,"639,349,900",219,5,"250150544+980356672=1230507216,372582441+519499522=892081963,421821165+665321531=1087142696,941673085+327442008=1269115093,451132889+542571883=993704772,730869266+441476884=1172346150,533626970+386036619=919663589,283209045+695907785=979116830",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
315,45,False,False,3626898,8897740,3626898+8897740=,8,0,"12,523,638",211,5,"6284258+5831883=12116141,9774644+9193608=18968252,9833973+6665374=16499347,3985006+4611972=8596978,1279598+6587590=7867188,6625182+6619468=13244650,5274705+3945877=9220582,4336732+3280633=7617365",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
316,46,False,False,3654384,90928948,3654384+90928948=,8,0,"94,983,332",211,5,"9688389+24136933=33825322,4380462+16893422=21273884,9447493+51027319=60474812,6771357+16986310=23757667,3775640+16135444=19911084,8665013+83038634=91703647,1038528+42233751=43272279,5331057+20824094=26155151",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
317,47,False,False,5215841,248222037,5215841+248222037=,8,0,"253,437,878",211,5,"6223182+459710629=465933811,9306677+666254631=675561308,5243360+742708319=747951679,8814134+861740433=870554567,4276503+149735518=154012021,5231562+697151797=702383359,7602029+376865715=384467744,9626461+649837759=659464220",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
318,48,False,False,83213051,3277055,83213051+3277055=,8,0,"86,000,106",211,5,"32801253+2166421=34967674,28850216+3144879=31995095,90041303+9102071=99143374,92011098+6157417=98168515,11363927+2516250=13880177,52376014+8437380=60813394,11218791+7942317=19161108,20872117+1399070=22271187",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
319,49,False,False,97302597,72197177,97302597+72197177=,8,0,"169,599,774",211,5,"96435897+31112674=127548571,69176225+57044052=126220277,91100503+57060457=148160960,46939046+30389376=77328422,10609098+10123317=20732415,56455963+79987445=136443408,10837186+60321486=71158672,26757107+84654767=111411874",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
320,50,False,False,43522959,626053173,43522959+626053173=,8,0,"669,576,132",213,5,"55053204+667304136=722357340,15960054+143201872=159161926,90285233+997427621=1087712854,34202491+442318145=476520636,95484415+669005123=764489538,99641890+506520740=606162630,23385770+307782013=331167783,41935038+121018035=162953073",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
321,51,False,False,810599385,6461223,810599385+6461223=,8,0,"816,060,608",211,5,"173583973+4423667=178007640,482396503+5182795=487579298,719310242+7760003=727070245,183993997+1890981=185884978,710219626+4140018=714359644,247168294+5109976=252278270,797494278+8002524=805496802,463693387+2307449=466000836",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
322,52,False,False,368321110,61308300,368321110+61308300=,8,0,"429,629,410",213,5,"384738506+42996942=427735448,645992381+36579030=682571411,783410474+29159623=812570097,541116867+83360260=624477127,223134064+47699268=270833332,925623091+95431310=1021054401,245719494+98512092=344231586,428447377+77303392=505750769",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
323,53,False,False,347634465,156805150,347634465+156805150=,8,0,"504,439,615",221,5,"959997800+326471959=1286469759,435348098+270640289=705988387,294911771+455785230=750697001,229733324+862338278=1092071602,802331781+295729647=1098061428,573333951+785096018=1358429969,429650486+850687590=1280338076,440557462+306918801=747476263",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
324,54,False,False,8980889,7917286,8980889+7917286=,8,0,"16,896,175",211,5,"4657764+7704933=12362697,7253435+4415056=11668491,4575519+3586826=8162345,7767730+5136336=12904066,6022110+2901757=8923867,8914318+4226593=13140911,5810870+4616520=10427390,3061462+8859695=11921157",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
325,55,False,False,3149015,51428634,3149015+51428634=,8,0,"54,777,649",211,5,"8163048+63801046=71964094,8968989+50651729=59620718,4404951+96432280=100837231,3523629+41225726=44749355,4921621+53152702=58074323,7681330+99579534=107260864,7845572+62832068=70677640,9819610+93461686=103281296",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
326,56,False,False,3132772,920969091,3132772+920969091=,8,0,"923,101,863",211,5,"7324034+276722468=284046502,7533251+818141344=825674595,7897075+587196907=595093982,4661331+320147561=324808892,8463030+837122928=845585958,7633018+867869458=875502476,7123520+789659026=796782546,2850836+389230629=392081465",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
327,57,False,False,15986434,1392246,15986434+1392246=,8,0,"17,787,680",211,5,"43273595+8718973=51992568,58183630+8777189=66960819,58778808+1448824=60227632,13301703+3157900=16459603,80332429+7759650=88092079,64382611+5007512=69390123,24661353+7658867=32320220,81570535+1840270=83410805",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
328,58,False,False,48951570,94029536,48951570+94029536=,8,0,"142,081,106",211,5,"12652270+23134735=35787005,75876706+72873517=148750223,10706333+71960512=82666845,58111931+89945432=148057363,40295155+94657978=134953133,97768730+18602177=116370907,13996873+36366687=50363560,37544535+98607950=136152485",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
329,59,False,False,22063662,572653085,22063662+572653085=,8,0,"594,716,747",211,5,"81022812+709428250=790451062,41728775+132105943=173834718,61226303+335045261=396271564,29013852+503413667=532427519,30172407+528251663=558424070,35928404+806738294=842666698,68832615+217423660=286256275,12648417+108142569=120790986",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
330,60,False,False,291062901,3723758,291062901+3723758=,8,0,"294,786,659",211,5,"215951813+6176405=222128218,233331727+5691375=239023102,343689307+5850094=349539401,232905340+8234913=241140253,388347976+5424638=393772614,334642027+5160930=339802957,670258140+8163738=678421878,464279630+4918035=469197665",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
331,61,False,False,117221765,47622549,117221765+47622549=,8,0,"164,844,314",211,5,"852586415+41886690=894473105,414029412+57725753=471755165,624936101+60011952=684948053,668026633+92283943=760310576,651504492+19250540=670755032,301551480+56071571=357623051,188242808+36362084=224604892,679351645+23224154=702575799",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
332,62,False,False,730626411,467731809,730626411+467731809=,8,0,"1,198,358,220",217,7,"664897075+180991758=845888833,385103924+223761486=608865410,434712138+733682809=1168394947,604076159+362904240=966980399,356963548+412187844=769151392,784480245+134233200=918713445,380726395+954166843=1334893238,838737776+831815269=1670553045",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
333,63,False,False,3714885,7521962,3714885+7521962=,8,0,"11,236,847",211,5,"6118435+4530783=10649218,7948532+3603352=11551884,3135422+2429252=5564674,4061288+5696616=9757904,4159395+5036971=9196366,2763866+8661298=11425164,1709711+3782634=5492345,7799978+2613632=10413610",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
334,64,False,False,9006484,53267652,9006484+53267652=,8,0,"62,074,136",211,5,"5488156+32269507=37757663,5901579+60389699=66291278,7450511+98942047=106392558,7076343+85487521=92563864,1903467+55233940=57137407,7559842+83385641=90945483,2319597+42613514=44933111,5083058+94229518=99312576",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
335,65,False,False,5222029,198699994,5222029+198699994=,8,0,"203,922,023",211,5,"5565553+872630824=878196377,8392334+875174688=883567022,6168111+722097756=728265867,6777422+609152444=615929866,7203617+579873622=587077239,5358198+179640817=184999015,6124511+454497734=460622245,6128863+338130713=344259576",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
336,66,False,False,64833346,1716892,64833346+1716892=,8,0,"66,150,238",211,5,"47328937+8188736=55517673,44832083+4489904=49321987,41410457+6947759=48358216,34967022+9974507=44941529,98886778+4530787=103417565,20146996+9499569=29646565,44740654+3500428=48241082,22792109+4602970=27395079",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
337,67,False,False,10226838,45688794,10226838+45688794=,8,0,"55,015,632",211,5,"14156191+10637918=24794109,23601186+67529716=91130902,63204262+40333651=103537913,22115377+26714836=48830213,85969773+21372939=107342712,49097583+58259435=107357018,45174589+82583282=127757871,20219028+99166718=119385746",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
338,68,False,False,49922028,225780966,49922028+225780966=,8,0,"275,703,994",211,5,"88344675+106606434=194951109,60334994+526471481=586806475,30190030+665247963=695437993,16960396+298649780=315610176,58038330+720673583=778711913,44687856+435345339=480033195,86203508+249052778=335256286,91698931+130044050=221742981",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
339,69,False,False,131742199,8562138,131742199+8562138=,8,0,"140,304,337",213,5,"912971154+4864640=917835794,632562328+3827870=636390198,997562153+3662798=1001224951,303538038+5324483=308862521,687007327+1903137=688910464,393921703+4802183=398723886,930872496+3187625=934060121,510313219+2640752=512953971",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
340,70,False,False,144889651,97098489,144889651+97098489=,8,0,"241,988,140",213,5,"333979932+69107819=403087751,987833752+20441404=1008275156,272525991+85466375=357992366,243880996+85035045=328916041,641204309+92963579=734167888,952281331+31314384=983595715,388949513+73497449=462446962,320722356+28558958=349281314",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
341,71,False,False,167544901,475350920,167544901+475350920=,8,0,"642,895,821",225,5,"984925326+464489080=1449414406,473973788+872321648=1346295436,952884572+436314952=1389199524,782372305+536177424=1318549729,931709333+341103597=1272812930,454939183+530815599=985754782,831751414+274054470=1105805884,255716805+897119988=1152836793",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
342,72,False,False,9374668,6122542,9374668+6122542=,8,0,"15,494,210",211,5,"6432345+7589485=14021830,9005886+6061339=15067225,2840609+6411611=9252220,2405177+2384821=4789998,4137110+7507958=11645068,3525664+9458097=12983761,6771592+1269046=8040638,2753595+9603822=12357417",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
343,73,False,False,1973134,13007120,1973134+13007120=,8,0,"14,016,254",211,5,"6449482+19988463=26437945,6369321+57723789=64093110,4243112+12053892=16297004,8124859+32266631=40391490,1032174+33911649=34943823,6572532+99682665=106255197,2911791+37228006=40139797,2207115+94529484=96736599",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
344,74,False,False,9360347,717451560,9360347+717451560=,8,0,"726,811,907",211,5,"8380387+588508879=596889266,1841481+377510719=379352200,2271726+643295240=645566966,9986210+546142409=556128619,8530731+923221615=931752346,1477492+331694519=333172011,1350125+621763240=623113365,7069999+884954206=892024205",gpt-3.5-turbo-0301,You are a helpful assistant.,nosep,comma_r2l,,0,0,8,0,1
