,problem_index,flip_problem,flip_shots,num1,num2,problem_msg,problem_tokens,response_repeat,response,prompt_tokens,completion_tokens,shots,model,system_prompt,problem_number_format,answer_number_format,num_spaces,num_trailing_spaces,num_shots,problem_rng_key,shots_rng_key
1759,49,False,False,97302597,72197177,"97,302,597+72,197,177=",12,0,"169,499,774",491,5,"71687783+98867780=170555563,53453153+33078958=86532111,96856109+91729906=188586015,50840786+57266193=108106979,85250447+81694297=166944744,39829871+20401362=60231233,37667715+20060631=57728346,54859158+39052192=93911350,81985489+46947615=128933104,18986665+91921961=110908626,15321584+28778880=44100464,91119140+12809952=103929092,93888412+55460527=149348939,43662020+62699875=106361895,45982866+56004047=101986913,66066454+99864971=165931425",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1760,50,False,False,43522959,626053173,"43,522,959+626,053,173=",12,0,"669,576,132",495,5,"65570172+971180196=1036750368,47857760+881777626=929635386,35992680+332749378=368742058,60013631+660951923=720965554,56252737+104929173=161181910,72881137+412297180=485178317,35034869+849906902=884941771,15371319+192089752=207461071,36744022+394749251=431493273,38168485+575731511=613899996,57761503+944829364=1002590867,46669667+814643761=861313428,72274489+462585562=534860051,57365960+213058719=270424679,89701435+606162843=695864278,36032050+551345614=587377664",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1761,51,False,False,810599385,6461223,"810,599,385+6,461,223=",12,0,"817,060,608",493,5,"429026286+5327035=434353321,250064602+6902513=256967115,766567790+6110542=772678332,594948892+9169546=604118438,259502817+2629570=262132387,998395476+7643476=1006038952,693964380+4786747=698751127,305034524+4154735=309189259,478466488+5137460=483603948,167446058+9160458=176606516,212818485+3389292=216207777,271826157+1476233=273302390,736169957+4355537=740525494,151854170+5802601=157656771,473616752+9183780=482800532,800930799+5101546=806032345",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1762,52,False,False,368321110,61308300,"368,321,110+61,308,300=",12,0,"429,629,410",493,5,"273219048+98077881=371296929,461333656+33775364=495109020,997475521+11632356=1009107877,687609183+65423808=753032991,616515895+77089313=693605208,378000453+80222280=458222733,739616110+28844159=768460269,698291106+41487866=739778972,262797913+89023558=351821471,521948811+74097302=596046113,811606812+29536657=841143469,620179253+89267336=709446589,366031704+96944538=462976242,709420534+20131460=729551994,401296585+98359056=499655641,357904658+65117802=423022460",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1763,53,False,False,347634465,156805150,"347,634,465+156,805,150=",12,0,"504,439,615",513,5,"773418135+926351349=1699769484,239673950+180015811=419689761,915573033+905207532=1820780565,582740072+561025110=1143765182,483604194+542412420=1026016614,208102603+398173983=606276586,715827050+350459384=1066286434,653679515+717992890=1371672405,884371963+248533041=1132905004,133339488+140534628=273874116,351760389+663110302=1014870691,677518357+394670677=1072189034,677056293+520535018=1197591311,243909354+459173469=703082823,126617433+263510269=390127702,342519745+952645746=1295165491",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1764,54,False,False,8980889,7917286,"8,980,889+7,917,286=",12,0,"16,898,175",491,5,"9553438+1509803=11063241,8251126+8733008=16984134,4115556+6924735=11040291,7081181+2233942=9315123,2752628+9779093=12531721,4620282+7652132=12272414,9140328+5380403=14520731,4925898+1599416=6525314,9559109+3730987=13290096,7873880+6004835=13878715,4755600+1533883=6289483,4369199+5208543=9577742,3488144+5021311=8509455,9828742+6321141=16149883,6425181+2290980=8716161,6884667+9555411=16440078",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1765,55,False,False,3149015,51428634,"3,149,015+51,428,634=",12,0,"54,577,649",491,5,"9767261+45537954=55305215,7149414+73437280=80586694,5702052+89721227=95423279,5897396+58415168=64312564,2508250+54478371=56986621,6747846+18767903=25515749,9318686+32760972=42079658,3713772+38769669=42483441,4507238+56643101=61150339,5181745+61819852=67001597,9892554+15819225=25711779,4041963+25656033=29697996,7247822+11259379=18507201,4325233+13495594=17820827,5053719+41557502=46611221,5755632+56833768=62589400",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1766,56,False,False,3132772,920969091,"3,132,772+920,969,091=",12,0,"924,101,863",491,5,"3009443+625809161=628818604,3434759+249031985=252466744,7535017+275721010=283256027,2980785+272139805=275120590,8605318+452579684=461185002,2575179+911948217=914523396,9681221+361414262=371095483,2512534+293986763=296499297,7340543+192467799=199808342,2856986+307996875=310853861,3621247+663130930=666752177,3989202+142536615=146525817,4855743+595949675=600805418,2028528+785335869=787364397,7879058+974464478=982343536,3215988+889613687=892829675",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1767,57,False,False,15986434,1392246,"15,986,434+1,392,246=",12,0,"17,378,680",491,5,"11860612+5269970=17130582,12636030+8179282=20815312,71688795+6614433=78303228,22793864+2537202=25331066,55022887+6758689=61781576,84230301+8960551=93190852,96755974+7905054=104661028,74188366+5131150=79319516,60557468+7705643=68263111,58101097+1712389=59813486,33008048+1634000=34642048,89649856+6410867=96060723,30388225+3183843=33572068,96161217+9063976=105225193,13450002+1916313=15366315,62472026+1608741=64080767",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1768,58,False,False,48951570,94029536,"48,951,570+94,029,536=",12,0,"142,981,106",491,5,"81868501+79184453=161052954,20967353+54376918=75344271,33025460+76422304=109447764,77505857+94752744=172258601,81668007+12735076=94403083,98577895+71293916=169871811,20685379+41468175=62153554,29800076+17998342=47798418,45642607+26255027=71897634,17785081+20402319=38187400,54435913+79283868=133719781,56415490+22344875=78760365,87798997+63265705=151064702,13651363+56298049=69949412,68325670+36203190=104528860,37207164+42652124=79859288",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1769,59,False,False,22063662,572653085,"22,063,662+572,653,085=",12,0,"594,716,747",491,5,"26152260+318646937=344799197,32620710+878288253=910908963,53623840+114368366=167992206,92526612+106854105=199380717,39408111+209916602=249324713,12555681+790836505=803392186,88015395+570798744=658814139,66885952+802530021=869415973,23978287+685320334=709298621,88746373+779163256=867909629,34511317+785991645=820502962,65314015+502409376=567723391,87274203+842796348=930070551,43438668+265746895=309185563,35112010+594220478=629332488,10087525+644185687=654273212",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1770,60,False,False,291062901,3723758,"291,062,901+3,723,758=",12,0,"294,786,659",493,5,"598987737+3269625=602257362,439537371+9733202=449270573,393930830+3965997=397896827,997372527+8834967=1006207494,578914344+8713232=587627576,979495798+2576107=982071905,169910282+5663766=175574048,561292892+9833580=571126472,798660371+6427948=805088319,362338358+1625754=363964112,460649708+7728917=468378625,239321706+8765821=248087527,821908472+2088779=823997251,570760481+1981413=572741894,361170750+5186009=366356759,780280135+5778391=786058526",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1771,61,False,False,117221765,47622549,"117,221,765+47,622,549=",12,0,"164,844,314",493,5,"558901615+55445690=614347305,614925459+84547591=699473050,319146145+64102562=383248707,369254012+91517817=460771829,223773204+28185381=251958585,964056365+54683763=1018740128,465416448+83605971=549022419,306319382+52579648=358899030,545396366+52699650=598096016,346337685+69038957=415376642,134147924+52647667=186795591,336922600+94503084=431425684,766042559+94174992=860217551,578463956+57401768=635865724,113629053+77888913=191517966,685871235+52939951=738811186",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1772,62,False,False,730626411,467731809,"730,626,411+467,731,809=",12,0,"1,198,358,220",505,7,"173439834+514152184=687592018,738727983+861345788=1600073771,495153854+365055499=860209353,877648875+528281651=1405930526,246042019+618665020=864707039,695930045+158773310=854703355,621811860+998132266=1619944126,374140600+450465153=824605753,467960122+767133702=1235093824,199972412+284492681=484465093,432395303+542409781=974805084,912652525+530780279=1443432804,810143545+898238476=1708382021,156536057+235322624=391858681,863637450+893096152=1756733602,616426668+189692767=806119435",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1773,63,False,False,3714885,7521962,"3,714,885+7,521,962=",12,0,"11,236,847",491,5,"5889727+3932257=9821984,3296645+6344496=9641141,8225359+8298754=16524113,7192686+2023817=9216503,7192060+7903538=15095598,8950772+3371655=12322427,2026106+9795124=11821230,6137023+8219506=14356529,7199344+7161039=14360383,6571518+6275585=12847103,5976487+1762186=7738673,8560321+9930834=18491155,5923969+8720037=14644006,7956318+8940273=16896591,2882277+2778642=5660919,3607506+1142930=4750436",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1774,64,False,False,9006484,53267652,"9,006,484+53,267,652=",12,0,"62,274,136",491,5,"2847558+43963642=46811200,9989658+35548345=45538003,3745581+45063719=48809300,6367586+91237176=97604762,4059327+95090012=99149339,4854422+41486368=46340790,2767318+48018992=50786310,3249842+92217623=95467465,5271013+19537257=24808270,4386264+25367975=29754239,7424014+21404467=28828481,7360875+85614614=92975489,8560588+52709299=61269887,7277754+15401766=22679520,4887970+82189327=87077297,7842309+72922277=80764586",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1775,65,False,False,5222029,198699994,"5,222,029+198,699,994=",12,0,"203,922,023",491,5,"5439344+414156935=419596279,7092412+190937308=198029720,5975748+336214470=342190218,9689523+434355122=444044645,4790991+186702767=191493758,3600680+265747546=269348226,7824396+536274437=544098833,1343293+715283373=716626666,2632656+977078000=979710656,9648465+173632232=183280697,7428297+905612447=913040744,5138280+816703171=821841451,4432217+670180399=674612616,1217526+548586933=549804459,3254263+576488772=579743035,1143085+614441812=615584897",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1776,66,False,False,64833346,1716892,"64,833,346+1,716,892=",12,0,"66,550,238",491,5,"24281584+7753046=32034630,37575185+1827894=39403079,90008078+2464411=92472489,33917788+5284328=39202116,66061420+5102389=71163809,66315285+8007135=74322420,78618532+6814979=85433511,18520354+7069388=25589742,97283312+5607023=102890335,37048847+7099750=44148597,50239071+9547076=59786147,84252597+4380550=88633147,59719764+6307597=66027361,44695419+1441200=46136619,29764520+8148252=37912772,43279145+4176816=47455961",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1777,67,False,False,10226838,45688794,"10,226,838+45,688,794=",12,0,"55,915,632",491,5,"86730503+56521565=143252068,57136519+96116044=153252563,97947762+36343934=134291696,48474060+80991688=129465748,37290988+89438059=126729047,60276509+97148459=157424968,86106619+87591576=173698195,48230762+91404832=139635594,19258046+42135223=61393269,85567481+73530406=159097887,12483190+71452751=83935941,36654693+80628465=117283158,70503637+27029859=97533496,91785378+96016145=187801523,49001353+20030774=69032127,82533798+77412005=159945803",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1778,68,False,False,49922028,225780966,"49,922,028+225,780,966=",12,0,"275,702,994",491,5,"63427114+331699734=395126848,44503508+936665955=981169463,62541144+747993083=810534227,26481042+246669046=273150088,68344801+632836896=701181697,29052737+754914896=783967633,10400809+184278981=194679790,32644516+700389330=733033846,76909945+594130755=671040700,95601777+744528725=840130502,36771085+182325747=219096832,41983694+633272980=675256674,83902215+653610190=737512405,64323247+599405743=663728990,51840774+369004457=420845231,13884144+167726937=181611081",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1779,69,False,False,131742199,8562138,"131,742,199+8,562,138=",12,0,"140,304,337",491,5,"716039986+5111656=721151642,374614328+9543890=384158218,425567775+7453832=433021607,165176750+1178266=166355016,396103734+9128955=405232689,473893547+8643416=482536963,800802533+5255349=806057882,183864929+2639417=186504346,724227285+1244232=725471517,870760675+4702752=875463427,792767370+3842741=796610111,264325883+8325794=272651677,947043297+4579854=951623151,401078941+9317395=410396336,189069136+1092645=190161781,790217448+6813926=797031374",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1780,70,False,False,144889651,97098489,"144,889,651+97,098,489=",12,0,"241,988,140",493,5,"338500881+99395430=437896311,448112431+70160900=518273331,991828290+67797122=1059625412,303520902+34987099=338508001,452448838+53148813=505597651,343966798+13465926=357432724,290659155+83183069=373842224,816330996+33358153=849689149,591605306+15349646=606954952,118692856+48612581=167305437,110794650+61251283=172045933,410678958+29206404=439885362,837049971+51103145=888153116,762331758+46608382=808940140,606507268+30933931=637441199,818550217+57678677=876228894",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1781,71,False,False,167544901,475350920,"167,544,901+475,350,920=",12,0,"642,895,821",507,5,"522598016+401754755=924352771,639143907+460193129=1099337036,319840049+739509160=1059349209,512860651+734833930=1247694581,503104177+194461045=697565222,379717106+582568946=962286052,480911660+223951318=704862978,100752878+481115211=581868089,753318869+231679024=984997893,336527397+981677903=1318205300,855547876+824114742=1679662618,409674322+244285915=653960237,535822949+432250342=968073291,792397624+397573702=1189971326,442580041+923024234=1365604275,947820466+379571241=1327391707",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1782,72,False,False,9374668,6122542,"9,374,668+6,122,542=",12,0,"15,497,210",491,5,"5402329+5607389=11009718,6876603+1015849=7892452,7191634+2276858=9468492,6022640+6070434=12093074,9477997+9712177=19190174,3486753+1657668=5144421,3620855+1922060=5542915,9122746+6257062=15379808,3099479+5626491=8725970,8922293+9939827=18862120,4878565+5440718=10319283,7669765+7572456=15242221,4722400+4554688=9277088,7155779+8267238=15423017,7802204+1386893=9189097,3882233+9653931=13536164",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1783,73,False,False,1973134,13007120,"1,973,134+13,007,120=",12,0,"14,980,254",491,5,"8782231+66513265=75295496,8194141+57931609=66125750,4940575+63101761=68042336,4635146+72539315=77174461,7096228+86871068=93967296,9388311+44687535=54075846,4949538+78273597=83223135,7907482+31535370=39442852,1591964+82313316=83905280,3590811+13241281=16832092,7604301+87069800=94674101,8357953+63370176=71728129,8513789+31051771=39565560,5876158+46852987=52729145,6082251+19701066=25783317,4199347+18115439=22314786",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1784,74,False,False,9360347,717451560,"9,360,347+717,451,560=",12,0,"726,811,907",491,5,"6485645+208894437=215380082,7999976+228217273=236217249,4267696+713728145=717995841,8040023+271774378=279814401,3870325+381383158=385253483,8227789+856002169=864229958,5988400+634372141=640360541,6402254+970160391=976562645,9232902+694213104=703446006,2101354+582500024=584601378,4129454+801799686=805929140,4011939+383346629=387358568,7350591+890471073=897821664,7384529+672927335=680311864,6581466+479353722=485935188,7730141+705833053=713563194",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1785,75,False,False,28505409,2617207,"28,505,409+2,617,207=",12,0,"31,122,616",491,5,"28066272+5839758=33906030,56363164+9986072=66349236,93110586+7794380=100904966,12805341+6881245=19686586,74624817+5471375=80096192,44424286+7767954=52192240,30440121+5054949=35495070,28018304+5924916=33943220,36232428+7002107=43234535,55045345+8932676=63978021,44987748+7796840=52784588,23092740+9093654=32186394,11028910+8710047=19738957,49488661+2184372=51673033,33326849+4229907=37556756,98275842+3601813=101877655",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1786,76,False,False,21598838,85133526,"21,598,838+85,133,526=",12,0,"106,732,364",491,5,"41222970+49319880=90542850,76689622+88746605=165436227,48346525+86148111=134494636,48684050+42599182=91283232,38757493+75663987=114421480,66971920+43719439=110691359,77904257+44184031=122088288,64745354+63651312=128396666,77062358+28892647=105955005,92122494+24520721=116643215,30462550+13652979=44115529,82125028+20269426=102394454,20087650+65019021=85106671,55715891+93906768=149622659,39499631+98261402=137761033,84743863+61664691=146408554",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1787,77,False,False,83901777,962169873,"83,901,777+962,169,873=",12,0,"1,046,071,650",491,7,"90426049+477040712=567466761,56730382+388687046=445417428,77449057+478265873=555714930,26420000+864898674=891318674,23519800+553255916=576775716,11952785+601575868=613528653,77982794+860883739=938866533,96447085+664131414=760578499,33381093+683665613=717046706,76233606+858826751=935060357,54855905+635293004=690148909,37417725+736695721=774113446,25918546+437837350=463755896,64877460+357423352=422300812,72787549+669991474=742779023,75861725+135759296=211621021",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1788,78,False,False,311491260,3425934,"311,491,260+3,425,934=",12,0,"314,917,194",491,5,"720906191+1804819=722711010,208815876+3584319=212400195,796822137+9891362=806713499,919653801+2974902=922628703,581868090+4219882=586087972,638646329+8928406=647574735,234204188+1823645=236027833,704169388+9825689=713995077,658293576+3316927=661610503,346213432+2505269=348718701,749029168+5636595=754665763,239258672+5629554=244888226,760462979+2019152=762482131,867301107+2371156=869672263,116691629+8066492=124758121,558859339+4158204=563017543",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1789,79,False,False,986793495,54021090,"986,793,495+54,021,090=",12,0,"1,040,814,585",495,7,"469297061+33221043=502518104,162187223+75481849=237669072,543491844+29100446=572592290,841432239+22875446=864307685,576921364+25614601=602535965,825915671+12606439=838522110,526256786+54393071=580649857,827396410+43193269=870589679,468147037+45395526=513542563,960286528+60403536=1020690064,905245499+54147758=959393257,107725002+60044343=167769345,402021793+59814005=461835798,847187090+25890399=873077489,973946404+41295527=1015241931,340164231+27091065=367255296",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1790,80,False,False,494414977,632215798,"494,414,977+632,215,798=",12,0,"1,126,630,775",511,7,"592910204+829401667=1422311871,380939371+334923810=715863181,729650399+640934784=1370585183,202283173+919867668=1122150841,734482283+591765788=1326248071,552046754+987485186=1539531940,305100138+575793298=880893436,944181668+701776080=1645957748,684411532+854696415=1539107947,885640218+101267027=986907245,701658874+402308295=1103967169,444085408+290791571=734876979,409407077+452974228=862381305,603156772+530184326=1133341098,781320383+735461973=1516782356,245485271+612253732=857739003",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1791,81,False,False,1677324,7514842,"1,677,324+7,514,842=",12,0,"9,192,166",491,5,"7042084+7982913=15024997,1258300+9292458=10550758,9634512+3903943=13538455,1752625+7932786=9685411,1580917+4452952=6033869,6938053+6432598=13370651,2314802+4086831=6401633,4258902+3090633=7349535,2744828+7698285=10443113,8155809+1974492=10130301,8095694+3410086=11505780,8110173+2425942=10536115,3387585+8201062=11588647,2571444+9152908=11724352,2565587+1069625=3635212,1114168+2228625=3342793",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1792,82,False,False,8842593,12036159,"8,842,593+12,036,159=",12,0,"20,878,752",491,5,"5468322+17795393=23263715,1895984+15722509=17618493,6410334+38794828=45205162,7423306+99700377=107123683,7864365+36431788=44296153,8694031+17888622=26582653,1444185+88685013=90129198,3568177+95012569=98580746,7824851+31164888=38989739,6281360+36708775=42990135,5245533+21500603=26746136,5735441+98479012=104214453,9705204+33182864=42888068,1417871+61204289=62622160,1566987+36194793=37761780,7181949+67037403=74219352",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1793,83,False,False,8202333,472019863,"8,202,333+472,019,863=",12,0,"480,222,196",491,5,"5943771+895689921=901633692,6037538+626855854=632893392,8604537+929904087=938508624,5531061+885900701=891431762,3665732+379197072=382862804,6460689+433932083=440392772,7278150+252590404=259868554,5033080+196228443=201261523,1505388+799698334=801203722,8905653+330379886=339285539,6701752+879964102=886665854,1305377+368622173=369927550,4111598+334280062=338391660,5267514+667054329=672321843,1522471+493320207=494842678,3235135+996478597=999713732",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1794,84,False,False,45909767,8780671,"45,909,767+8,780,671=",12,0,"54,690,438",491,5,"50697205+3169598=53866803,45882865+8239558=54122423,72420710+6003016=78423726,16757210+7066101=23823311,90801904+6536830=97338734,31356337+4639217=35995554,76450134+4806374=81256508,39982184+4023769=44005953,66201485+8143949=74345434,94456941+6498072=100955013,17088911+5913320=23002231,42141274+8403675=50544949,92523389+3640349=96163738,58444468+1464065=59908533,46846640+6231146=53077786,98067069+7020126=105087195",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1795,85,False,False,40185932,43182335,"40,185,932+43,182,335=",12,0,"83,368,267",491,5,"49200391+86047108=135247499,50782011+10456715=61238726,98236210+98343054=196579264,81434885+45001518=126436403,44966449+65509522=110475971,36231245+81345423=117576668,55948536+39805419=95753955,51095591+67314676=118410267,19623086+20117077=39740163,98228525+35198731=133427256,87339444+54590126=141929570,22694790+51755960=74450750,40681370+69698023=110379393,92410451+79452504=171862955,38570074+57436649=96006723,66619406+46970045=113589451",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1796,86,False,False,96811155,407867638,"96,811,155+407,867,638=",12,0,"504,678,793",495,5,"71730886+888988304=960719190,25036148+607900201=632936349,16754482+958130318=974884800,79424586+578719387=658143973,68386401+972893571=1041279972,75592683+902803898=978396581,78349172+715237143=793586315,46515204+412576513=459091717,41800095+462397661=504197756,59981559+329320279=389301838,70877469+858564677=929442146,15492102+611588798=627080900,82542684+982289994=1064832678,70045619+714918986=784964605,16702991+972991454=989694445,84842470+493657163=578499633",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1797,87,False,False,592955730,7719228,"592,955,730+7,719,228=",12,0,"600,674,958",491,5,"654176261+4226877=658403138,347628300+9994862=357623162,984086886+5973705=990060591,393801230+4836525=398637755,804046793+2138219=806185012,359949812+4572750=364522562,355372924+1076339=356449263,478773300+4061580=482834880,143617941+3586240=147204181,857089394+3094605=860183999,708678801+9473444=718152245,309424568+5970521=315395089,160313021+3635986=163949007,388432488+4013738=392446226,752705845+3285572=755991417,233211310+1676427=234887737",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1798,88,False,False,596780670,95328802,"596,780,670+95,328,802=",12,0,"692,109,472",493,5,"351331241+81252386=432583627,300987545+92900859=393888404,466632741+19981926=486614667,753257606+59505657=812763263,256567782+18237247=274805029,822571824+14260194=836832018,349674949+73305811=422980760,862255176+50837289=913092465,621811460+76173880=697985340,652994160+65101939=718096099,675596387+76455137=752051524,699810210+91353845=791164055,347202122+94844433=442046555,996679812+56347334=1053027146,312374720+51235354=363610074,599777795+24638334=624416129",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1799,89,False,False,752752744,328244045,"752,752,744+328,244,045=",12,0,"1,080,996,789",507,7,"708976645+188902299=897878944,782690122+564571339=1347261461,186885988+550621483=737507471,590835585+408543544=999379129,260581403+512708391=773289794,924891839+391278706=1316170545,142136559+722867281=865003840,791910927+430316234=1222227161,787298017+853608570=1640906587,742515200+942061426=1684576626,944558549+643804482=1588363031,914030216+375627662=1289657878,661014706+176238027=837252733,137494586+838444499=975939085,323069812+959629045=1282698857,626500211+127858802=754359013",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_r2l,comma_r2l,0,0,16,0,1
1800,0,False,False,2307350,6058422,"230,735,0+605,842,2=",12,0,"836,577,2",86,5,1883859+3177908=5061767,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1801,1,False,False,7778640,14016227,"777,864,0+140,162,27=",12,0,"791,880,27",86,5,6157348+19398045=25555393,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1802,2,False,False,9482500,964332763,"948,250,0+964,332,763=",12,0,"965,815,763",86,5,3081494+308527232=311608726,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1803,3,False,False,51629751,1711633,"516,297,51+171,163,3=",12,0,"687,460,81",86,5,97426154+1969350=99395504,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
